filename,director,speaker,trial_value,trial_start,trial_end,trial_length,sign_start,sign_end,sign_length,sign_value,sign_notes,iconic,signOrigin,T0Check
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,88950,92700,3750,YELLOW,OS,Yes,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,92817,93670,853,GREEN,OS,,ISL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,93670,94316,646,GREEN,OS,,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,94336,94977,641,NO,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,94977,95603,626,SAME,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,96075,97325,1250,YELLOW,OS,Yes,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,133069,135869,2800,RING,IX,Yes,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,143919,146719,2800,NO,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,69619,192119,122500,156619,159419,2800,YELLOW,OS,Yes,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,69619,192119,122500,72900,76300,3400,PLANTS,NA,Yes,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,69619,192119,122500,76700,77199,499,GREEN,OS,,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,69619,192119,122500,77199,77932,733,NO?,NA,,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,69619,192119,122500,140069,144169,4100,LEMON#ACTION,NA,Yes,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,556304,559204,2900,,LW,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,560100,561737,1637,ORANGE?,LW,Yes,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,561737,563637,1900,NO,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,563637,564662,1025,BRIGHT,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,564662,566549,1887,SAME,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,570508,571058,550,YES,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,586479,587419,940,YELLOW,OS,No,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,587969,588349,380,INDIA,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,588349,589399,1050,NO,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,590114,594534,4420,,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,596644,597404,760,CHAIR,IX,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19,552851,613058,60207,597404,598624,1220,BRIGHT,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,552851,613058,60207,565255,566521,1266,BRIGHT,NA,Yes,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,552851,613058,60207,569783,571133,1350,SUN,LW,Yes,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,552851,613058,60207,578500,582300,3800,SUN,LW,,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,552851,613058,60207,584582,586266,1684,DARK,NA,,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,552851,613058,60207,595894,597394,1500,SUN,LW,,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,552851,613058,60207,598934,600254,1320,SUN,LW,,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,552851,613058,60207,600254,603354,3100,DARK,NA,,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,2,19,552851,613058,60207,603354,603954,600,SUN,IX#RH,,NA,TRUE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19  이해어려움,408270,467356,59086,408713,421413,12700,,SE,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,19  이해어려움,408270,467356,59086,464063,465763,1700,YELLOW,OS,Yes,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,5,1019831,1025248,5417,1020009,1022346,2337,손등,IX,,NSL,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,5,1019831,1025248,5417,1024014,1024864,850,DARK(똥형),NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,7,16597,19564,2967,17298,19655,2357,BLACK6,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,349961,350966,1005,GREEN2,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,352667,353064,397,TREE,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,353064,353860,796,LEAF,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,356362,361462,5100,DARK1#LITTLE,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,361462,362084,622,BRIGHT1,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,362084,362799,715,NO,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,362799,364019,1220,DARK1,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,367998,369446,1448,WALL,IX,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,369446,370672,1226,SAME,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,1,1,16   몰래 16라고 알려줌 ㅋ,346594,397363,50769,370672,377203,6531,SAME2,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,15,992613,1005114,12501,996058,996650,592,GREEN2(NSL),NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,15,992613,1005114,12501,996650,997232,582,DARK1#LITTLE,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,24,43280,62897,19617,48582,50805,2223,FLOWER,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,24,43280,62897,19617,54580,55877,1297,BRIGHT1,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,24,43280,62897,19617,56998,57636,638,RED,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,24,43280,62897,19617,57636,59001,1365,IX,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,24,43280,62897,19617,59001,60468,1467,OHTER,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,24,43280,62897,19617,60535,62535,2000,BIGHT,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,203316,204722,1406,RED,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,204722,206118,1396,SEA,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,206118,206502,384,COMBINE,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,206502,207786,1284,MIX,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,207786,208937,1151,DARK1#LITTLE,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,209989,210878,889,RED,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,210878,213062,2184,SEA,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,213062,214238,1176,WATER,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,214238,214954,716,COMBINE,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,214954,215816,862,MIX,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,23  (23이라고 알려줌 ㅋㅋ),192543,297501,104958,215816,217227,1411,DARK1#LITTLE,NA,,,FALSE
Colour_game_01_1_Nepal-Indonesia_After_one_week.eaf,2,2,7,6555,13212,6657,11345,12932,1587,BLACK2,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,18,114871,132167,17296,118812,121360,2548,YELLOW,OS,No,JSL,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,18,114871,132167,17296,121360,123365,2005,BRIGHT,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,18,114871,132167,17296,125081,125935,854,SAME,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,18,114871,132167,17296,125935,126865,930,CAP,LW#POLICE,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,18,114871,132167,17296,126865,128455,1590,BOLD PATTRN OF DRESS,LW,Yes,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,18,114871,132167,17296,128455,129722,1267,DRIVE,LW,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,18,114871,132167,17296,129722,130498,776,BRIGHT,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,761130,761882,752,PLANTS(식물자라다),NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,761882,763355,1473,GREEN1(ISL),NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,765139,765678,539,BOOGER,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,765678,766829,1151,SECOND,IX,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,766829,769186,2357,FIRST,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,769186,769676,490,BOOGER,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,769676,770067,391,SECOND,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,770067,770262,195,NO,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,770262,770744,482,FIRST,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,770744,771438,694,GREEN1,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,771438,771714,276,CORRECT,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,771714,772275,561,TREE,fs,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,14,761300,774523,13223,772275,772888,613,OUT,IX,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,2,14,761300,774523,13223,764298,765394,1096,제스처,NA,NA,NA,TRUE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,2,14,761300,774523,13223,771779,772242,463,GREEN1,NA,NA,NA,TRUE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,2,14,761300,774523,13223,772242,773862,1620,CORRENT,NA,NA,NA,TRUE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,5,625472,630586,5114,626180,627720,1540,SAME,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,19,170617,182151,11534,177314,177934,620,SAME,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,19,170617,182151,11534,177974,180074,2100,BOLD PATTRN OF DRESS,LW,Yes,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,1,1,19,170617,182151,11534,180114,181154,1040,DARK,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,1,15,210400,381418,171018,368307,375323,7016,GREEN1(ISL),NA,NA,NA,TRUE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,213330,214680,1350,PLANTS(식물자라다),NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,214680,215246,566,DARK(VERY LITTLE),NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,215246,216856,1610,FIRST,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,216856,218751,1895,BRIGHT,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,236862,237284,422,FIRST,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,237284,238387,1103,BRIGHT,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,238387,239743,1356,SECOND,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,239743,240539,796,CORRECT,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,241212,242897,1685,PLANTS(식물자라다),NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,242897,243548,651,CORRECT,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,256051,257425,1374,THIRD,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,257425,259039,1614,DARK1,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,259039,259375,336,NO,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,259375,260055,680,YES,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,260055,261120,1065,DARK,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,261545,262404,859,DARK#LITTLE,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,262404,262832,428,FOURTHLY,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,262832,264347,1515,DARK(완전히),NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,15,210400,381418,171018,372498,376542,4044,GREEN1(ISL),NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,20,751581,755812,4231,753960,755420,1460,RED,NA,,INSL,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,1,7,156542,167601,11059,163162,166066,2904,BLACK1(NSL),NA,NA,NA,TRUE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,7,156542,167601,11059,161403,162934,1531,BLACK6,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,7,156542,167601,11059,163000,164983,1983,BLACK1(INSL),NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,1,134775,145284,10509,136140,136400,260,RED,NA,,INSL,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,1,134775,145284,10509,136420,137880,1460,BLOOD,NA,Yes,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,1,5,585890,608615,22725,606907,608335,1428,손목시계,IX,NA,NA,TRUE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,5,585890,608615,22725,588690,590315,1625,팔,IX ,,INSL,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,5,585890,608615,22725,590527,592775,2248,dark,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,5,585890,608615,22725,596300,597040,740,face,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,5,585890,608615,22725,601796,602278,482,SAME,NA,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,5,585890,608615,22725,602278,603477,1199,SIWASH,NS,,,FALSE
Colour_game_01_2_Jordan-Indonesia_After_one_week.eaf,2,2,5,585890,608615,22725,603477,604626,1149,FACE#DARK,IX,,,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,10570,12810,2240,YELLOW,OS,Yes,NSL,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,12810,13440,630,GREEN,OS,No,ISL,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,13440,13942,502,GREEN,OS,No,ISL,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,13942,15063,1121,NO,NA,,,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,15063,15442,379,OUT,IX,,,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,15442,16035,593,TREE,LW,Yes,,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,16035,16560,525,GREEN,OS,No,NSL,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,16560,17163,603,NO,NA,,,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,17163,17501,338,YELLOW,OS,Yes,NSL,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,17501,18582,1081,COLOR,NA,,,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,1,18,8991,24344,15353,18582,20679,2097,BRIGHT,NA,,,FALSE
Colour_game_01_2_Nepal-India_After_one_week.eaf,1,2,18,8991,24344,15353,12304,13730,1426,GREEN1-1,OS,No,NA,TRUE
