"","filename","trialID","director","speaker","trial_value","trial_start","trial_end","trial_length","sign_start","sign_end","sign_length","sign_value","sign_notes","iconic","signOrigin","T0Check","CandidateUnderstanding","TryMarked","Indexicality","Teach","T_minus_1","T0","week","session","part1","part2","originalSignLabel","speakerName","inventedBy","IX","OS","LW","SE","freq_week_1_total","freq_week_4_total","freq_week4_withinColour","prop_week4_withinColour"
"393","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,1,"18",1002400,1012390,9990,1004319,1005060,741,"BRIGHT",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","BRIGHT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"397","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,2,"18",1002400,1012390,9990,1005911,1006071,160,"YELLOW(ISL)","OS",NA,"ISL",TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,1,"3","Indonesia","India","YELLOW(ISL)","India","India",FALSE,TRUE,FALSE,FALSE,7,6,0,0
"398","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,2,"18",1002400,1012390,9990,1006296,1007142,846,"BRIGHT",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","BRIGHT","India","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"394","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,1,"18",1002400,1012390,9990,1007713,1008394,681,"IX:SKY","IX",NA,NA,FALSE,"No",FALSE,"yes",FALSE,TRUE,FALSE,1,"3","Indonesia","India","sky","Indonesia","India",TRUE,FALSE,FALSE,FALSE,5,0,0,0
"395","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,1,"18",1002400,1012390,9990,1008394,1008884,490,"SUN","LW",NA,"",FALSE,"No",TRUE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","SUN","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,5,4,0,0
"396","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,1,"18",1002400,1012390,9990,1008884,1010190,1306,"BRIGHT",NA,NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,1,"3","Indonesia","India","BRIGHT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"399","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,2,"18",1002400,1012390,9990,1010460,1010722,262,"'LE'","fs",NA,NA,TRUE,"No",FALSE,NA,FALSE,FALSE,TRUE,1,"3","Indonesia","India","'LE'","India","India",FALSE,FALSE,FALSE,FALSE,1,0,0,0
"400","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,2,"18",1002400,1012390,9990,1010722,1011227,505,"WHITE","OS",NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,1,"3","Indonesia","India","WHITE","India","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,0,0
"401","Colour_game_01_3_Indonesia-India_After_one_week.eaf",9,1,2,"18",1002400,1012390,9990,1011237,1012267,1030,"BRIGHT",NA,NA,NA,TRUE,"No",FALSE,"yes",FALSE,FALSE,TRUE,1,"3","Indonesia","India","BRIGHT","India","Indonesia",FALSE,FALSE,FALSE,FALSE,23,2,0,0
"454","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",15,1,1,"18",1038200,1041201,3001,1038788,1039375,587,"YELLOW-CHEST","OS",NA,"NSL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","YELLOW(NSL)","Jordan","Nepal",FALSE,TRUE,FALSE,FALSE,12,1,0,0
"467","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",29,2,1,"18",1038977,1040322,1345,1038788,1039375,587,"YELLOW-CHEST","OS",NA,"NSL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","YELLOW(NSL)","Jordan","Nepal",FALSE,TRUE,FALSE,FALSE,12,1,0,0
"456","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",15,1,2,"18",1038200,1041201,3001,1038974,1040342,1368,"YELLOW-CHEST","OS",NA,"NSL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","YELLOW(NSL)","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,12,1,0,0
"469","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",29,2,2,"18",1038977,1040322,1345,1038974,1040342,1368,"YELLOW-CHEST","OS",NA,"NSL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","YELLOW(NSL)","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,12,1,0,0
"455","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",15,1,1,"18",1038200,1041201,3001,1039848,1041166,1318,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","SAME","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"468","Colour_game_01_3_Jordan-Nepal_After_one_week.eaf",29,2,1,"18",1038977,1040322,1345,1039848,1041166,1318,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,1,"3","Jordan","Nepal","SAME","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,0,0
"477","Colour_game_04_1_Indonesia-India_After_three_week.eaf",1,1,1,"1",7650,9550,1900,7749,9500,1751,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","RED(mouth)","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,11,0.785714285714286
"519","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",36,2,2,"1",12424,15337,2913,12426,15311,2885,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","RED(mouth)","Nepal","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,11,0.785714285714286
"494","Colour_game_04_1_Indonesia-India_After_three_week.eaf",18,2,2,"1",17191,17631,440,17195,17620,425,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","RED(mouth)","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,11,0.785714285714286
"493","Colour_game_04_1_Indonesia-India_After_three_week.eaf",13,1,1,"14",31602,33757,2155,31622,33688,2066,"GREEN-CHEST","OS",NA,"ISL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Indonesia","India","GREEN(ISL)","Indonesia","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,12,0.705882352941177
"503","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",2,1,1,"9",50072,54172,4100,51024,51974,950,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","SAME","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"504","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",2,1,1,"9",50072,54172,4100,52054,53401,1347,"IX:TABLE","IX",NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","table","Jordan","Jordan",TRUE,FALSE,FALSE,FALSE,0,1,NA,NA
"518","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",33,2,2,"9",58193,60849,2656,58993,59849,856,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","SAME","Nepal","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"501","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",1,1,1,"14",77123,79335,2212,77141,79328,2187,"GREEN-CHEST","OS",NA,"ISL",FALSE,"No",FALSE,"no",FALSE,TRUE,FALSE,4,"1","Jordan","Nepal","GREEN(ISL)","Jordan","Indonesia",FALSE,TRUE,FALSE,FALSE,16,12,12,0.705882352941177
"502","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",1,1,1,"14",77123,79335,2212,79328,80274,946,"CORRECT",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","CORRECT","Jordan","Indonesia",FALSE,FALSE,FALSE,FALSE,3,6,5,0.294117647058824
"482","Colour_game_04_1_Indonesia-India_After_three_week.eaf",5,1,1,"9",79509,87500,7991,83560,84746,1186,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","WHITE","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,NA,NA
"483","Colour_game_04_1_Indonesia-India_After_three_week.eaf",5,1,1,"9",79509,87500,7991,84863,85672,809,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","BLACK","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,NA,NA
"484","Colour_game_04_1_Indonesia-India_After_three_week.eaf",5,1,1,"9",79509,87500,7991,85672,85947,275,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","BLACK","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,NA,NA
"485","Colour_game_04_1_Indonesia-India_After_three_week.eaf",5,1,1,"9",79509,87500,7991,85947,86587,640,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","WHITE","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,NA,NA
"486","Colour_game_04_1_Indonesia-India_After_three_week.eaf",5,1,1,"9",79509,87500,7991,86587,87560,973,"MIX",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,4,"1","Indonesia","India","MIX","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,2,2,NA,NA
"495","Colour_game_04_1_Indonesia-India_After_three_week.eaf",26,2,1,"9",87394,90554,3160,86587,87560,973,"MIX",NA,NA,NA,FALSE,"No",FALSE,NA,FALSE,FALSE,FALSE,4,"1","Indonesia","India","MIX","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,2,2,NA,NA
"496","Colour_game_04_1_Indonesia-India_After_three_week.eaf",26,2,1,"9",87394,90554,3160,87757,88303,546,"SAME",NA,NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,4,"1","Indonesia","India","SAME","Indonesia","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"497","Colour_game_04_1_Indonesia-India_After_three_week.eaf",26,2,1,"9",87394,90554,3160,88303,90427,2124,"SAME",NA,NA,NA,TRUE,"No",FALSE,"no",FALSE,FALSE,TRUE,4,"1","Indonesia","India","SAME","Indonesia","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"514","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",25,2,2,"6",298275,299235,960,298275,299215,940,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","WHITE","Nepal","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,6,1
"512","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",23,2,2,"5",303330,307021,3691,303371,305777,2406,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",TRUE,"Yes-body",FALSE,TRUE,FALSE,4,"1","Jordan","Nepal","'back of one's hand'","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,8,0.470588235294118
"513","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",23,2,2,"5",303330,307021,3691,305777,306995,1218,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","'back of one's hand'","Nepal","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,8,0.470588235294118
"520","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",37,2,2,"7",382072,383635,1563,382094,383605,1511,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","BLACK","Nepal","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"505","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",7,1,1,"24",395177,396602,1425,395224,396558,1334,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","FLOWER","Jordan","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,7,0.7
"499","Colour_game_04_1_Indonesia-India_After_three_week.eaf",33,2,2,"7",409899,412481,2582,409950,411065,1115,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,TRUE,FALSE,4,"1","Indonesia","India","BLACK","India","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"500","Colour_game_04_1_Indonesia-India_After_three_week.eaf",33,2,1,"7",409899,412481,2582,411065,412472,1407,"BLACK","OS",NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,4,"1","Indonesia","India","BLACK","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"487","Colour_game_04_1_Indonesia-India_After_three_week.eaf",7,1,1,"6",438270,439337,1067,438265,439312,1047,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","WHITE","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,6,1
"498","Colour_game_04_1_Indonesia-India_After_three_week.eaf",31,2,2,"5",444189,445975,1786,444181,445956,1775,"IX:'BACK OF ONE'S HAND'","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","'back of one's hand'","India","Nepal",TRUE,FALSE,FALSE,FALSE,15,8,8,0.470588235294118
"478","Colour_game_04_1_Indonesia-India_After_three_week.eaf",2,1,1,"24",473848,478905,5057,473971,476204,2233,"FLOWER","LW",NA,NA,FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,4,"1","Indonesia","India","FLOWER","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,7,0.7
"480","Colour_game_04_1_Indonesia-India_After_three_week.eaf",2,1,2,"24",473848,478905,5057,477096,478346,1250,"IX:TONGUE","IX",NA,NA,TRUE,"Yes",FALSE,"Yes-body",FALSE,FALSE,TRUE,4,"1","Indonesia","India","tongue","India","India",TRUE,FALSE,FALSE,FALSE,14,3,3,0.3
"479","Colour_game_04_1_Indonesia-India_After_three_week.eaf",2,1,1,"24",473848,478905,5057,478389,478861,472,"IX:TONGUE","IX",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"1","Indonesia","India","tongue","Indonesia","India",TRUE,FALSE,FALSE,FALSE,14,3,3,0.3
"510","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",15,1,1,"1",547521,548782,1261,547697,548709,1012,"RED(FRONTLET)","OS",NA,NA,FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","RED(frontlet) ","Jordan","Nepal",FALSE,TRUE,FALSE,FALSE,25,4,3,0.214285714285714
"515","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",29,2,2,"18",622190,627254,5064,622331,622899,568,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",TRUE,"no",FALSE,TRUE,FALSE,4,"1","Jordan","Nepal","YELLOW(ISL)","Nepal","India",FALSE,TRUE,FALSE,FALSE,7,6,6,0.193548387096774
"516","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",29,2,2,"18",622190,627254,5064,623935,626201,2266,"ROAD","SE",NA,"",FALSE,"No",TRUE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","BEFORE-ROAD","Nepal","Nepal",FALSE,FALSE,FALSE,TRUE,0,2,2,0.0645161290322581
"517","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",29,2,2,"18",622190,627254,5064,626201,627159,958,"UNDERSTAND",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","UNDERSTAND","Nepal","Nepal",FALSE,FALSE,FALSE,FALSE,0,1,1,0.032258064516129
"506","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",11,1,1,"18",641642,645125,3483,641658,643250,1592,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","SAME","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,3,0.0967741935483871
"507","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",11,1,1,"18",641642,645125,3483,643250,643793,543,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","YELLOW(ISL)","Jordan","India",FALSE,TRUE,FALSE,FALSE,7,6,6,0.193548387096774
"508","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",11,1,1,"18",641642,645125,3483,643793,645115,1322,"SUN",NA,NA,"",FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","SUN","Jordan","Indonesia",FALSE,FALSE,FALSE,FALSE,5,4,4,0.129032258064516
"481","Colour_game_04_1_Indonesia-India_After_three_week.eaf",4,1,1,"18",715924,717003,1079,716028,716957,929,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Indonesia","India","YELLOW(ISL)","Indonesia","India",FALSE,TRUE,FALSE,FALSE,7,6,6,0.193548387096774
"509","Colour_game_04_1_Jordan-Nepal_After_three_weeks.eaf",14,1,1,"19",821537,826342,4805,821905,825284,3379,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"1","Jordan","Nepal","SAME","Jordan","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,NA,NA
"537","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",31,2,2,"24",29171,31105,1934,29171,31105,1934,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","FLOWER","Indonesia","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,7,0.7
"542","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",4,1,1,"7",33393,34354,961,33397,34340,943,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Nepal","India","BLACK","Nepal","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"530","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",14,1,1,"18",44749,49749,5000,44844,48930,4086,"YELLOW-CHIN","OS",NA,"JSL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","YELLOW(JSL)","Jordan","Jordan",FALSE,TRUE,FALSE,FALSE,0,5,5,0.161290322580645
"556","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",23,2,2,"7",48700,49728,1028,48738,49789,1051,"BLACK",NA,NA,NA,TRUE,"No",FALSE,"Yes-body",FALSE,FALSE,TRUE,4,"2","Nepal","India","black1-3수형으로 BLACK1-4수동","India","Jordan",FALSE,FALSE,FALSE,FALSE,18,17,13,1
"557","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",23,2,2,"7",48700,49728,1028,48763,49691,928,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Nepal","India","BLACK","India","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"555","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",22,2,2,"24",68265,69368,1103,68265,69368,1103,"FLOWER","LW",NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Nepal","India","FLOWER","India","Indonesia",FALSE,FALSE,TRUE,FALSE,24,7,7,0.7
"531","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",25,2,2,"6",69737,70390,653,69756,70355,599,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","WHITE","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,6,1
"526","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",10,1,1,"1",106133,109316,3183,106233,109283,3050,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","RED(mouth)","Jordan","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,11,0.785714285714286
"529","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",11,1,2,"7",141698,143303,1605,140408,142580,2172,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","BLACK","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"534","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",26,2,2,"7",140423,142624,2201,140408,142580,2172,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","BLACK","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"528","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",11,1,1,"7",141698,143303,1605,141835,143251,1416,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","BLACK","Jordan","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"533","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",26,2,1,"7",140423,142624,2201,141835,143251,1416,"BLACK","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","BLACK","Jordan","Jordan",FALSE,TRUE,FALSE,FALSE,18,17,13,1
"538","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",33,2,2,"18",283466,284982,1516,283542,284239,697,"YELLOW-CHIN","OS",NA,"JSL",FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","YELLOW(JSL)","Indonesia","Jordan",FALSE,TRUE,FALSE,FALSE,0,5,5,0.161290322580645
"539","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",33,2,2,"18",283466,284982,1516,284239,284634,395,"GOOD",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","GOOD","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,0,1,1,0.032258064516129
"540","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",33,2,2,"18",283466,284982,1516,284634,284942,308,"CORRECT",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","CORRECT","Indonesia","Indonesia",FALSE,FALSE,FALSE,FALSE,3,6,1,0.032258064516129
"544","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,313462,314833,1371,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",TRUE,"no",FALSE,TRUE,FALSE,4,"2","Nepal","India","YELLOW(ISL)","India","India",FALSE,TRUE,FALSE,FALSE,7,6,6,0.193548387096774
"545","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,314833,316505,1672,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",TRUE,"no",FALSE,TRUE,FALSE,4,"2","Nepal","India","YELLOW(ISL)","India","India",FALSE,TRUE,FALSE,FALSE,7,6,6,0.193548387096774
"546","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,316627,316755,128,"YOU",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Nepal","India","YOU","India","India",FALSE,FALSE,FALSE,FALSE,0,2,2,0.0645161290322581
"547","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,316764,317004,240,"NOSE-PENDANT",NA,NA,"",FALSE,"No",FALSE,"yes",FALSE,FALSE,FALSE,4,"2","Nepal","India","NOSE-PENDANT","India","India",FALSE,FALSE,FALSE,FALSE,0,2,2,0.0645161290322581
"548","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,317016,317100,84,"SAME",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Nepal","India","SAME","India","Jordan",FALSE,FALSE,FALSE,FALSE,28,13,3,0.0967741935483871
"549","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,317108,317298,190,"YOU",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Nepal","India","YOU","India","India",FALSE,FALSE,FALSE,FALSE,0,2,2,0.0645161290322581
"550","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,317301,317931,630,"NOSE-PENDANT",NA,NA,NA,FALSE,"No",TRUE,"yes",FALSE,TRUE,FALSE,4,"2","Nepal","India","NOSE-PENDANT","India","India",FALSE,FALSE,FALSE,FALSE,0,2,2,0.0645161290322581
"551","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,318181,318469,288,"SIGNING",NA,NA,NA,FALSE,"No",FALSE,"no",FALSE,FALSE,FALSE,4,"2","Nepal","India","SIGN","India","India",FALSE,FALSE,FALSE,FALSE,6,1,1,0.032258064516129
"552","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",16,2,2,"18",313440,319471,6031,318469,319406,937,"YELLOW(ISL)","OS",NA,"ISL",FALSE,"No",FALSE,"no",TRUE,FALSE,FALSE,4,"2","Nepal","India","YELLOW(ISL)","India","India",FALSE,TRUE,FALSE,FALSE,7,6,6,0.193548387096774
"536","Colour_game_04_2_Jordan-Indonesia_After_three_week.eaf",30,2,2,"3",380636,383203,2567,380722,382972,2250,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Jordan","Indonesia","RED(mouth)","Indonesia","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,NA,NA
"558","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",24,2,2,"6",383513,383797,284,383540,383770,230,"WHITE","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Nepal","India","WHITE","India","Jordan",FALSE,TRUE,FALSE,FALSE,17,8,6,1
"559","Colour_game_04_2_Nepal-India_After_three_weeks.eaf",25,2,2,"3",495714,497928,2214,495749,496464,715,"RED(MOUTH)","OS",NA,NA,FALSE,"No",FALSE,"Yes-body",FALSE,FALSE,FALSE,4,"2","Nepal","India","RED(mouth)","India","Nepal",FALSE,TRUE,FALSE,FALSE,26,14,NA,NA
